2024-12-25T12:59:12.819+0100 INFO               [main]                         be.pxl.services.PostServiceApplication - Starting PostServiceApplication using Java 21.0.1 with PID 5268 (C:\School\FullStackJavaProject\project-Ozkanhlm\backend-java\ContentbeheerSevices\post-service\target\classes started by Ozkan in C:\School\FullStackJavaProject\project-Ozkanhlm\backend-java\ContentbeheerSevices)
2024-12-25T12:59:12.821+0100 DEBUG              [main]                         be.pxl.services.PostServiceApplication - Running with Spring Boot v3.3.5, Spring v6.1.14
2024-12-25T12:59:12.822+0100 INFO               [main]                         be.pxl.services.PostServiceApplication - No active profile set, falling back to 1 default profile: "default"
2024-12-25T13:01:18.826+0100 INFO               [main]                         be.pxl.services.PostServiceApplication - Starting PostServiceApplication using Java 21.0.1 with PID 7600 (C:\School\FullStackJavaProject\project-Ozkanhlm\backend-java\ContentbeheerSevices\post-service\target\classes started by Ozkan in C:\School\FullStackJavaProject\project-Ozkanhlm\backend-java\ContentbeheerSevices)
2024-12-25T13:01:18.830+0100 DEBUG              [main]                         be.pxl.services.PostServiceApplication - Running with Spring Boot v3.3.5, Spring v6.1.14
2024-12-25T13:01:18.831+0100 INFO               [main]                         be.pxl.services.PostServiceApplication - No active profile set, falling back to 1 default profile: "default"
2024-12-25T13:01:35.657+0100 INFO               [main]                         be.pxl.services.PostServiceApplication - Started PostServiceApplication in 20.759 seconds (process running for 23.201)
2024-12-25T13:02:38.188+0100 INFO               [main]                         be.pxl.services.PostServiceApplication - Starting PostServiceApplication using Java 21.0.1 with PID 38792 (C:\School\FullStackJavaProject\project-Ozkanhlm\backend-java\ContentbeheerSevices\post-service\target\classes started by Ozkan in C:\School\FullStackJavaProject\project-Ozkanhlm\backend-java\ContentbeheerSevices)
2024-12-25T13:02:38.191+0100 DEBUG              [main]                         be.pxl.services.PostServiceApplication - Running with Spring Boot v3.3.5, Spring v6.1.14
2024-12-25T13:02:38.192+0100 INFO               [main]                         be.pxl.services.PostServiceApplication - No active profile set, falling back to 1 default profile: "default"
2024-12-25T13:02:56.338+0100 INFO               [main]                         be.pxl.services.PostServiceApplication - Started PostServiceApplication in 21.483 seconds (process running for 23.426)
2024-12-25T13:03:29.314+0100 INFO               [http-nio-8082-exec-1]         be.pxl.services.services.PostService - Get all Posts: [Post(id=1, title=First, picture=https://picsum.photos/200/300, content=qsdqsd, author=qsdqsd, category=NEWS, status=PUBLISH, commentIds=[], reviewIds=[], createdDate=2024-12-05T20:06:15.626315), Post(id=2, title=qsd, picture=https://picsum.photos/200/300, content=qdqsd, author=qsd, category=UPDATES, status=CONCEPT, commentIds=[], reviewIds=[], createdDate=2024-12-05T20:22:53.120270), Post(id=52, title=New Post, picture=https://picsum.photos/200/300, content=Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dum, author=Ozkan H., category=NEWS, status=PUBLISH, commentIds=[], reviewIds=[], createdDate=2024-12-05T21:14:04.936136), Post(id=102, title=4 Title, picture=https://picsum.photos/200/300, content=Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dum, author=Ozkan H.sd, category=NEWS, status=PENDING, commentIds=[], reviewIds=[], createdDate=2024-12-05T22:30:26.076540), Post(id=104, title=Pending Post, picture=https://picsum.photos/200/300, content=sqdqsdqsdqsd, author=sdsd, category=ANNOUNCEMENTS, status=PUBLISH, commentIds=[], reviewIds=[], createdDate=2024-12-05T23:31:58.422069), Post(id=153, title=New Post Card, picture=https://picsum.photos/200/300, content=adadddqd, author=Rest , category=UPDATES, status=PUBLISH, commentIds=[], reviewIds=[], createdDate=2024-12-06T15:54:37.307296), Post(id=255, title=Fix Context, picture=https://picsum.photos/200/300, content=Cwsfs, author=Ozkan H., category=NEWS, status=PUBLISH, commentIds=[], reviewIds=[], createdDate=2024-12-12T11:57:59.909857), Post(id=302, title=Fix Content, picture=https://picsum.photos/200/300, content=Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of de Finibus Bonorum et Malorum (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum,Lorem ipsum dolor sit amet.., comes from a line in section 1.10.32 Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of de Finibus Bonorum et Malorum (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum,Lorem ipsum dolor sit amet.., comes from a line in section 1.10.32, author=Ozkan H., category=NEWS, status=PUBLISH, commentIds=[], reviewIds=[], createdDate=2024-12-12T12:15:52.446850), Post(id=552, title=Geen qdqsdqsd, picture=https://picsum.photos/200/300, content=qsdqsdqsd, author=Ozkan H., category=NEWS, status=CONCEPT, commentIds=[], reviewIds=[], createdDate=2024-12-12T18:29:35.205540), Post(id=855, title=NU !!, picture=https://picsum.photos/200/300, content=qsdqsd, author=Ozkan H., category=ANNOUNCEMENTS, status=PUBLISH, commentIds=[476], reviewIds=[], createdDate=2024-12-12T20:18:53.412694)]
2024-12-25T13:03:32.285+0100 ERROR              [http-nio-8082-exec-1]         be.pxl.services.services.PostService - Error fetching reviews for post 1: review-service executing GET http://review-service/api/review/post/1
